type,id,x,y,z
spline,0,-0.38465969223237984,0.1106849717773633,0.05000968246170603
spline,0,-0.38465905846351794,0.12074866285140257,0.05000968246170603
spline,0,-0.38465842469465605,0.13081235392544188,0.05000968246170603
spline,0,-0.3846577909257942,0.1408760449994812,0.05000968246170603
spline,0,-0.38465715715693233,0.15093973607352046,0.05000968246170603
spline,0,-0.38465652338807044,0.16100342714755977,0.05000968246170603
spline,0,-0.38465588961920855,0.17106711822159903,0.05000968246170603
spline,0,-0.38465525585034666,0.18113080929563835,0.05000968246170603
spline,0,-0.38465462208148476,0.19119450036967767,0.05000968246170603
spline,0,-0.3846539883126229,0.20125819144371698,0.05000968246170603
spline,0,-0.384653354543761,0.2113218825177563,0.05000968246170603
spline,0,-0.38465272077489915,0.22138557359179561,0.05000968246170603
spline,0,-0.38465208700603726,0.23144926466583488,0.05000968246170603
spline,0,-0.38465145323717537,0.24151295573987414,0.05000968246170603
spline,0,-0.3846508194683135,0.2515766468139134,0.05000968246170603
spline,0,-0.3846501856994516,0.26164033788795277,0.05000968246170603
spline,0,-0.3846501856994516,0.2616403378879528,0.05001658869387715
spline,0,-0.37394069909162586,0.2616387655684337,0.05001658869387715
spline,0,-0.3632312124838002,0.26163719324891455,0.05001658869387715
spline,0,-0.35252172587597447,0.2616356209293954,0.05001658869387715
spline,0,-0.34181223926814874,0.26163404860987627,0.05001658869387715
spline,0,-0.3311027526603231,0.26163247629035713,0.05001658869387715
spline,0,-0.32039326605249735,0.261630903970838,0.05001658869387715
spline,0,-0.3096837794446716,0.2616293316513189,0.05001658869387715
spline,0,-0.29897429283684596,0.26162775933179977,0.05001658869387715
spline,0,-0.28826480622902023,0.26162618701228063,0.05001658869387715
spline,0,-0.2775553196211945,0.2616246146927615,0.05001658869387715
spline,0,-0.26684583301336884,0.26162304237324235,0.05001658869387715
spline,0,-0.25613634640554306,0.2616214700537232,0.05001658869387715
spline,0,-0.2454268597977174,0.2616198977342041,0.05001658869387715
spline,0,-0.2454268597977174,0.2616198977342041,0.050021673394149375
spline,0,-0.24542897747016784,0.2515572245333407,0.050021673394149375
spline,0,-0.24543109514261827,0.24149455133247721,0.050021673394149375
spline,0,-0.24543321281506872,0.2314318781316138,0.050021673394149375
spline,0,-0.24543533048751914,0.22136920493075038,0.050021673394149375
spline,0,-0.2454374481599696,0.21130653172988695,0.050021673394149375
spline,0,-0.24543956583242005,0.20124385852902352,0.050021673394149375
spline,0,-0.24544168350487047,0.19118118532816009,0.050021673394149375
spline,0,-0.24544380117732092,0.18111851212729668,0.050021673394149375
spline,0,-0.24544591884977138,0.17105583892643325,0.050021673394149375
spline,0,-0.2454480365222218,0.16099316572556982,0.050021673394149375
spline,0,-0.24545015419467225,0.15093049252470642,0.050021673394149375
spline,0,-0.24545227186712268,0.14086781932384296,0.050021673394149375
spline,0,-0.24545438953957313,0.13080514612297955,0.050021673394149375
spline,0,-0.24545650721202358,0.12074247292211612,0.050021673394149375
spline,0,-0.245458624884474,0.11067979972125272,0.050021673394149375
spline,0,-0.24546074255692446,0.10061712652038926,0.050021673394149375
spline,0,-0.24546286022937489,0.09055445331952586,0.050021673394149375
spline,0,-0.24546497790182534,0.08049178011866243,0.050021673394149375
spline,0,-0.2454670955742758,0.07042910691779902,0.050021673394149375
spline,0,-0.24546921324672621,0.060366433716935564,0.050021673394149375
spline,0,-0.24547133091917667,0.05030376051607216,0.050021673394149375
spline,0,-0.24547344859162712,0.04024108731520873,0.050021673394149375
spline,0,-0.24547556626407754,0.030178414114345326,0.050021673394149375
spline,0,-0.245477683936528,0.020115740913481867,0.050021673394149375
spline,0,-0.24547980160897842,0.010053067712618435,0.050021673394149375
spline,0,-0.24548191928142887,-9.605488244968097e-06,0.050021673394149375
spline,0,-0.24548403695387933,-0.010072278689108427,0.050021673394149375
spline,0,-0.24548615462632975,-0.02013495188997183,0.050021673394149375
spline,0,-0.2454882722987802,-0.030197625090835234,0.050021673394149375
spline,0,-0.24549038997123063,-0.04026029829169864,0.050021673394149375
spline,0,-0.24549250764368108,-0.050322971492562096,0.050021673394149375
spline,0,-0.24549462531613153,-0.060385644693425555,0.050021673394149375
spline,0,-0.24549674298858196,-0.0704483178942889,0.050021673394149375
spline,0,-0.2454988606610324,-0.08051099109515236,0.050021673394149375
spline,0,-0.24550097833348286,-0.09057366429601582,0.050021673394149375
spline,0,-0.24550309600593329,-0.10063633749687922,0.050021673394149375
spline,0,-0.24550521367838374,-0.11069901069774263,0.050021673394149375
spline,0,-0.24550733135083416,-0.12076168389860603,0.050021673394149375
spline,0,-0.24550944902328461,-0.1308243570994695,0.050021673394149375
spline,0,-0.24551156669573507,-0.14088703030033295,0.050021673394149375
spline,0,-0.2455136843681855,-0.15094970350119635,0.050021673394149375
spline,0,-0.24551580204063594,-0.16101237670205976,0.050021673394149375
spline,0,-0.24551791971308637,-0.17107504990292316,0.050021673394149375
spline,0,-0.24552003738553682,-0.18113772310378662,0.050021673394149375
spline,0,-0.24552215505798727,-0.19120039630465008,0.050021673394149375
spline,0,-0.2455242727304377,-0.20126306950551343,0.050021673394149375
spline,0,-0.24552639040288815,-0.21132574270637688,0.050021673394149375
spline,0,-0.2455285080753386,-0.22138841590724034,0.050021673394149375
spline,0,-0.24553062574778903,-0.23145108910810375,0.050021673394149375
spline,0,-0.24553274342023948,-0.2415137623089672,0.050021673394149375
spline,0,-0.2455348610926899,-0.2515764355098306,0.050021673394149375
spline,0,-0.24553697876514036,-0.261639108710694,0.050021673394149375
spline,0,-0.24553697876514036,-0.26163910871069396,0.05001476716197825
spline,1,-0.26507161112429617,-1.383891568113027e-05,0.0500156779279277
spline,1,-0.26583122347368576,0.008668569967665386,0.0500156779279277
spline,1,-0.26808698008500076,0.017087168250602306,0.0500156779279277
spline,1,-0.27177034093507424,0.024986161084318868,0.0500156779279277
spline,1,-0.27676938896834724,0.03212554156864583,0.0500156779279277
spline,1,-0.2829322306399692,0.03828838324026777,0.0500156779279277
spline,1,-0.29007161112429614,0.0432874312735408,0.0500156779279277
spline,1,-0.2979706039580127,0.04697079212361429,0.0500156779279277
spline,1,-0.3063892022409496,0.04922654873492927,0.0500156779279277
spline,1,-0.31507161112429616,0.04998616108431887,0.0500156779279277
spline,1,-0.3237540200076427,0.04922654873492927,0.0500156779279277
spline,1,-0.3321726182905796,0.0469707921236143,0.0500156779279277
spline,1,-0.3400716111242961,0.04328743127354081,0.0500156779279277
spline,1,-0.3472109916086231,0.03828838324026777,0.0500156779279277
spline,1,-0.3533738332802451,0.032125541568645846,0.0500156779279277
spline,1,-0.3583728813135181,0.02498616108431889,0.0500156779279277
spline,1,-0.36205624216359156,0.017087168250602313,0.0500156779279277
spline,1,-0.36431199877490655,0.008668569967665385,0.0500156779279277
spline,1,-0.36507161112429615,-1.3838915681124146e-05,0.0500156779279277
spline,1,-0.36431199877490655,-0.008696247799027631,0.0500156779279277
spline,1,-0.36205624216359156,-0.017114846081964563,0.0500156779279277
spline,1,-0.3583728813135181,-0.02501383891568114,0.0500156779279277
spline,1,-0.3533738332802451,-0.03215321940000808,0.0500156779279277
spline,1,-0.3472109916086231,-0.03831606107163003,0.0500156779279277
spline,1,-0.3400716111242962,-0.04331510910490305,0.0500156779279277
spline,1,-0.3321726182905796,-0.04699846995497656,0.0500156779279277
spline,1,-0.3237540200076427,-0.04925422656629153,0.0500156779279277
spline,1,-0.31507161112429616,-0.05001383891568113,0.0500156779279277
spline,1,-0.3063892022409497,-0.04925422656629154,0.0500156779279277
spline,1,-0.2979706039580127,-0.04699846995497655,0.0500156779279277
spline,1,-0.2900716111242962,-0.043315109104903084,0.0500156779279277
spline,1,-0.2829322306399692,-0.03831606107163004,0.0500156779279277
spline,1,-0.27676938896834724,-0.032153219400008114,0.0500156779279277
spline,1,-0.27177034093507424,-0.025013838915681114,0.0500156779279277
spline,1,-0.26808698008500076,-0.01711484608196456,0.0500156779279277
spline,1,-0.26583122347368576,-0.00869624779902765,0.0500156779279277
spline,1,-0.26507161112429617,-1.3838915681142517e-05,0.0500156779279277
spline,2,-0.24553697876514036,-0.26163910871069396,0.05001476716197825
spline,2,-0.24553697876514036,-0.23163910871069396,0.05001476716197825
spline,2,-0.23053697876514034,-0.23163910871069396,0.05001476716197825
spline,2,-0.22753697876514037,-0.23463910871069396,0.05001476716197825
spline,2,-0.22753697876514037,-0.25863910871069395,0.05001476716197825
spline,2,-0.23053697876514034,-0.26163910871069396,0.05001476716197825
spline,2,-0.24553697876514036,-0.26163910871069396,0.05001476716197825
spline,3,-0.21553697876514036,-0.26163910871069396,0.05001476716197825
spline,3,-0.20653697876514035,-0.23163910871069396,0.05001476716197825
spline,3,-0.19753697876514037,-0.26163910871069396,0.05001476716197825
spline,3,-0.20203697876514037,-0.24663910871069394,0.05001476716197825
spline,3,-0.21103697876514035,-0.24663910871069394,0.05001476716197825
spline,4,-0.18553697876514036,-0.23163910871069396,0.05001476716197825
spline,4,-0.18553697876514036,-0.26163910871069396,0.05001476716197825
spline,4,-0.17053697876514035,-0.26163910871069396,0.05001476716197825
spline,5,-0.15553697876514036,-0.23163910871069396,0.05001476716197825
spline,5,-0.15553697876514036,-0.26163910871069396,0.05001476716197825
spline,5,-0.13753697876514037,-0.26163910871069396,0.05001476716197825
spline,5,-0.15553697876514036,-0.24663910871069394,0.05001476716197825
spline,5,-0.14353697876514038,-0.24663910871069394,0.05001476716197825
spline,5,-0.15553697876514036,-0.23163910871069396,0.05001476716197825
spline,5,-0.13753697876514037,-0.23163910871069396,0.05001476716197825
